rel,format,fps,size,boneCount,frameSets,chunks,specialMissing,specialPresent
attachments/optic/optic_sporting.anm,6,30,1701,22,2,DATA:566,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/optic/optic_starlight.anm,6,30,1867,22,2,DATA:732,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/optic/optic_t3n_rds.anm,6,30,1691,22,2,DATA:556,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/bipod_atlas.anm,5,30,1836,22,2,DATA:556,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/bipod_m249.anm,5,30,1836,22,2,DATA:556,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/buttstock_ak_folding.anm,5,30,1846,22,2,DATA:566,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/buttstock_ak_plastic.anm,5,30,1816,22,2,DATA:536,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/buttstock_ak_wood.anm,5,30,1836,22,2,DATA:556,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/buttstock_aks.anm,5,30,1846,22,2,DATA:566,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/buttstock_fal_folding.anm,5,30,1806,22,2,DATA:526,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/buttstock_fal_oe.anm,5,30,1846,22,2,DATA:566,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/buttstock_m4_cqb.anm,5,30,1976,22,2,DATA:696,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/buttstock_m4_mp.anm,5,30,1974,22,2,DATA:694,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/buttstock_m4_oe.anm,5,30,1958,22,2,DATA:678,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/buttstock_mp5_stock.anm,5,30,1846,22,2,DATA:566,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/buttstock_saiga_folding.anm,5,30,1806,22,2,DATA:526,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/ghillie_wrap.anm,5,30,1826,22,2,DATA:546,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/handguard_ak_plastic.anm,5,30,1826,22,2,DATA:546,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/handguard_ak_rail.anm,5,30,1826,22,2,DATA:546,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/handguard_ak_wood.anm,5,30,1826,22,2,DATA:546,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/handguard_m249.anm,5,30,1856,22,2,DATA:576,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/handguard_m249_ris.anm,5,30,1826,22,2,DATA:546,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/handguard_m4_mp.anm,5,30,1846,22,2,DATA:566,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/handguard_m4_plastic.anm,6,30,1641,22,2,DATA:506,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/handguard_m4_ris.anm,5,30,1826,22,2,DATA:546,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/handguard_mp5k_plastic.anm,5,30,1836,22,2,DATA:556,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/handguard_mp5k_rail.anm,5,30,1816,22,2,DATA:536,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
attachments/support/painkillers2.anm,5,30,1732,21,2,DATA:508,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin;RightForeArmDirectionOrigin;RightForeArmDirection,RightHand_Dummy;RightHandOrigin
camping/combinationlock.anm,5,30,1858,22,2,DATA:578,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
camping/fabric.anm,6,30,1843,22,2,DATA:708,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
camping/flag.anm,6,30,1661,22,2,DATA:526,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
clothing/belts/civ_belt_g.anm,5,30,1766,22,2,DATA:486,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
clothing/belts/hippack.anm,6,30,1671,22,2,DATA:536,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
clothing/belts/leather_belt.anm,6,30,1681,22,2,DATA:546,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
clothing/belts/leather_knifesheath.anm,6,30,1681,22,2,DATA:546,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
clothing/belts/mil_belt_g.anm,5,30,1776,22,2,DATA:496,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
clothing/belts/nylon_knifesheath.anm,5,30,1806,22,2,DATA:526,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
clothing/chainmail.anm,6,30,1691,22,2,DATA:556,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
clothing/chainmail_coif.anm,6,30,1721,22,2,DATA:586,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
clothing/eyepatch.anm,6,30,1701,22,2,DATA:566,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
clothing/huntingvest.anm,6,30,1691,22,2,DATA:556,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
clothing/reflexvest.anm,6,30,1727,22,2,DATA:592,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
clothing/shemag_hybrid.anm,6,30,1661,22,2,DATA:526,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
clothing/skirt.anm,6,30,1849,22,2,DATA:714,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
clothing/witchhood_coif.anm,6,30,1691,22,2,DATA:556,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
explosives/claymore.anm,6,30,1701,22,2,DATA:566,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
explosives/fireworkslauncher.anm,6,30,3249,43,2,DATA:1084,,LeftHand_Dummy;RightHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
explosives/flashbang.anm,6,30,1681,22,2,DATA:546,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
explosives/grenade.anm,6,30,1671,22,2,DATA:536,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
explosives/improvisedexplosive.anm,6,30,1671,22,2,DATA:536,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
explosives/plasticexplosive.anm,6,30,1711,22,2,DATA:576,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
explosives/pox_grenade.anm,6,30,1651,22,2,DATA:516,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
explosives/rdg2.anm,6,30,1651,22,2,DATA:516,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
explosives/rgd5.anm,6,30,1641,22,2,DATA:506,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
explosives/smokegrenade.anm,5,30,1816,22,2,DATA:536,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/9v_battery.anm,5,30,1846,22,2,DATA:566,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/alfa.anm,5,30,1856,22,2,DATA:576,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/ammobox.anm,5,30,1846,22,2,DATA:566,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/apple.anm,6,30,1691,22,2,DATA:556,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/arrow_bolt.anm,5,30,1836,22,2,DATA:556,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/arrow_hunting.anm,5,30,1836,22,2,DATA:556,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/aviators_glasses.anm,6,30,1689,22,2,DATA:554,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/bait_worm.anm,5,30,1786,22,2,DATA:506,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/bait_worm_pinned.anm,5,30,1846,22,2,DATA:566,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/baked_beans.anm,5,30,1772,21,2,DATA:548,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin;RightForeArmDirectionOrigin;RightForeArmDirection,RightHand_Dummy;RightHandOrigin
gear/balaclava_3holes.anm,6,30,1671,22,2,DATA:536,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/balaclava_mask.anm,5,30,1814,22,2,DATA:534,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/ballistic_helmet.anm,5,30,1826,22,2,DATA:546,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/banana.anm,6,30,1671,22,2,DATA:536,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/bandage_dressing.anm,6,30,1843,22,2,DATA:708,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/bandana_mask.anm,5,30,1834,22,2,DATA:554,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/bandanafh_ground.anm,5,30,1826,22,2,DATA:546,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/barbed_wire.anm,6,30,1780,21,2,DATA:706,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin;RightForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirection
gear/barbed_wire_tied.anm,5,30,3560,43,2,DATA:1104,,LeftHand_Dummy;RightHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/bark_birch.anm,6,30,1780,21,2,DATA:706,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin;RightForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirection
gear/bark_oak.anm,6,30,1740,21,2,DATA:666,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin;RightForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirection
gear/baseball_cap.anm,5,30,1796,22,2,DATA:516,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/battery_charger.anm,6,30,1810,21,2,DATA:736,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin;RightForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirection
gear/battery_d.anm,5,30,1826,22,2,DATA:546,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/bayonet_ak.anm,5,30,1806,22,2,DATA:526,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/bayonet_mosin.anm,5,30,1836,22,2,DATA:556,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/bayonet_sks.anm,5,30,1828,22,2,DATA:548,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/beanie_hat.anm,5,30,1834,22,2,DATA:554,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/berries.anm,5,30,1824,22,2,DATA:544,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/binoculars.anm,5,30,1940,22,2,DATA:660,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/bloodbag_full.anm,5,30,1856,22,2,DATA:576,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/bloodbag_full_iv.anm,6,30,1671,22,2,DATA:536,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/bloodbag_sealed.anm,5,30,1856,22,2,DATA:576,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/bloodtest_kit.anm,6,30,1681,22,2,DATA:546,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/blowtorch.anm,6,30,1833,22,2,DATA:698,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/blueberries.anm,5,30,2036,22,2,DATA:756,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/bone_hook.anm,5,30,1826,22,2,DATA:546,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/book.anm,6,30,1790,21,2,DATA:716,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin;RightForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirection
gear/boonie_hat.anm,5,30,1846,22,2,DATA:566,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/box_cereal.anm,5,30,1816,22,2,DATA:536,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/bp_burlap_sack.anm,5,30,1836,22,2,DATA:556,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/bp_rope_tied.anm,5,30,3550,43,2,DATA:1094,,LeftHand_Dummy;RightHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/brassknuckles.anm,6,30,1800,21,2,DATA:726,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin;RightForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirection
gear/burlap_cover.anm,5,30,1826,22,2,DATA:546,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/burlap_strips.anm,6,30,1780,21,2,DATA:706,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin;RightForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirection
gear/butancanister.anm,5,30,1816,22,2,DATA:536,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/candle.anm,5,30,1806,22,2,DATA:526,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
gear/candycane.anm,6,30,1691,22,2,DATA:556,LeftHand_Dummy;LeftHandIKTarget;LeftForeArmDirection;LeftHandOrigin;LeftForeArmDirectionOrigin,RightHand_Dummy;RightHandOrigin;RightForeArmDirectionOrigin;RightForeArmDirection
